Match_id,Match,Batting Position,Batsmen,Runs,Balls,M,4s,6s,Strike Rate,Out/No Out
T20I # 1823,Namibia vs Sri Lanka,1,Michael van Lingen,3,6,7,0,0,50,Out
T20I # 1823,Namibia vs Sri Lanka,2,Divan la Cock,9,9,15,1,0,100,Out
T20I # 1823,Namibia vs Sri Lanka,3,Jan Nicol Loftie-Eaton,20,12,18,1,2,166.66,Out
T20I # 1823,Namibia vs Sri Lanka,4,Stephan Baard,26,24,49,2,0,108.33,Out
T20I # 1823,Namibia vs Sri Lanka,5,Gerhard Erasmus (c),20,24,30,0,0,83.33,Out
T20I # 1823,Namibia vs Sri Lanka,6,Jan Frylinck,44,28,44,4,0,157.14,Out
T20I # 1823,Namibia vs Sri Lanka,7,David Wiese,0,1,4,0,0,0,Out
T20I # 1823,Namibia vs Sri Lanka,8,JJ Smit,31,16,29,2,2,193.75,Not out
T20I # 1823,Namibia vs Sri Lanka,1,Pathum Nissanka,9,10,16,1,0,90,Out
T20I # 1823,Namibia vs Sri Lanka,2,Kusal Mendis †,6,6,8,0,0,100,Out
T20I # 1823,Namibia vs Sri Lanka,3,Dhananjaya de Silva,12,11,25,1,0,109.09,Out
T20I # 1823,Namibia vs Sri Lanka,4,Danushka Gunathilaka,0,1,2,0,0,0,Out
T20I # 1823,Namibia vs Sri Lanka,5,Bhanuka Rajapaksa,20,21,39,2,0,95.23,Out
T20I # 1823,Namibia vs Sri Lanka,6,Dasun Shanaka (c),29,23,37,2,1,126.08,Out
T20I # 1823,Namibia vs Sri Lanka,7,Wanindu Hasaranga de Silva,4,8,9,0,0,50,Out
T20I # 1823,Namibia vs Sri Lanka,8,Chamika Karunaratne,5,8,15,0,0,62.5,Out
T20I # 1823,Namibia vs Sri Lanka,9,Pramod Madushan,0,0,4,0,0,-,Out
T20I # 1823,Namibia vs Sri Lanka,10,Dushmantha Chameera,8,15,20,0,0,53.33,Out
T20I # 1823,Namibia vs Sri Lanka,11,Maheesh Theekshana,11,11,14,0,1,100,Not out
T20I # 1825,Netherlands vs U.A.E.,1,Chirag Suri,12,20,28,1,0,60,Out
T20I # 1825,Netherlands vs U.A.E.,2,Muhammad Waseem,41,47,71,1,2,87.23,Out
T20I # 1825,Netherlands vs U.A.E.,3,Kashif Daud,15,14,19,0,1,107.14,Out
T20I # 1825,Netherlands vs U.A.E.,4,Vriitya Aravind †,18,21,37,0,0,85.71,Out
T20I # 1825,Netherlands vs U.A.E.,5,Zawar Farid,2,4,8,0,0,50,Out
T20I # 1825,Netherlands vs U.A.E.,6,Basil Hameed,4,4,7,1,0,100,Out
T20I # 1825,Netherlands vs U.A.E.,7,Chundangapoyil Rizwan (c),1,2,7,0,0,50,Out
T20I # 1825,Netherlands vs U.A.E.,8,Aayan Afzal Khan,5,7,8,0,0,71.42,Out
T20I # 1825,Netherlands vs U.A.E.,9,Karthik Meiyappan,0,0,4,0,0,-,Not out
T20I # 1825,Netherlands vs U.A.E.,10,Junaid Siddique,0,1,1,0,0,0,Not out
T20I # 1825,Netherlands vs U.A.E.,1,Vikramjit Singh,10,7,8,2,0,142.85,Out
T20I # 1825,Netherlands vs U.A.E.,2,Max O'Dowd,23,18,25,3,1,127.77,Out
T20I # 1825,Netherlands vs U.A.E.,3,Bas de Leede,14,18,37,1,0,77.77,Out
T20I # 1825,Netherlands vs U.A.E.,4,Colin Ackermann,17,19,33,1,0,89.47,Out
T20I # 1825,Netherlands vs U.A.E.,5,Tom Cooper,8,16,22,0,0,50,Out
T20I # 1825,Netherlands vs U.A.E.,6,Scott Edwards (c)†,16,19,42,0,0,84.21,Not out
T20I # 1825,Netherlands vs U.A.E.,7,Roelof van der Merwe,0,2,4,0,0,0,Out
T20I # 1825,Netherlands vs U.A.E.,8,Tim Pringle,15,16,26,0,0,93.75,Out
T20I # 1825,Netherlands vs U.A.E.,9,Logan van Beek,4,4,7,0,0,100,Not out
T20I # 1826,Scotland vs West Indies,1,George Munsey,66,53,106,9,0,124.52,Not out
T20I # 1826,Scotland vs West Indies,2,Michael Jones,20,17,36,3,0,117.64,Out
T20I # 1826,Scotland vs West Indies,3,Matthew Cross †,3,5,10,0,0,60,Out
T20I # 1826,Scotland vs West Indies,4,Richie Berrington (c),16,14,21,0,1,114.28,Out
T20I # 1826,Scotland vs West Indies,5,Calum MacLeod,23,14,15,4,0,164.28,Out
T20I # 1826,Scotland vs West Indies,6,Michael Leask,4,6,8,0,0,66.66,Out
T20I # 1826,Scotland vs West Indies,7,Chris Greaves,16,11,19,2,0,145.45,Not out
T20I # 1826,Scotland vs West Indies,1,Kyle Mayers,20,13,12,3,1,153.84,Out
T20I # 1826,Scotland vs West Indies,2,Evin Lewis,14,13,30,1,1,107.69,Out
T20I # 1826,Scotland vs West Indies,3,Brandon King,17,15,24,3,0,113.33,Out
T20I # 1826,Scotland vs West Indies,4,Nicholas Pooran (c)†,5,9,14,0,0,55.55,Out
T20I # 1826,Scotland vs West Indies,5,Shamarh Brooks,4,9,24,0,0,44.44,Out
T20I # 1826,Scotland vs West Indies,6,Rovman Powell,5,6,12,0,0,83.33,Out
T20I # 1826,Scotland vs West Indies,7,Jason Holder,38,33,37,4,1,115.15,Out
T20I # 1826,Scotland vs West Indies,8,Akeal Hosein,1,1,4,0,0,100,Out
T20I # 1826,Scotland vs West Indies,9,Alzarri Joseph,0,1,4,0,0,0,Out
T20I # 1826,Scotland vs West Indies,10,Odean Smith,5,8,14,0,0,62.5,Out
T20I # 1826,Scotland vs West Indies,11,Obed McCoy,2,3,10,0,0,66.66,Not out
T20I # 1828,Ireland vs Zimbabwe,1,Regis Chakabva †,0,2,3,0,0,0,Out
T20I # 1828,Ireland vs Zimbabwe,2,Craig Ervine (c),9,12,28,1,0,75,Out
T20I # 1828,Ireland vs Zimbabwe,3,Wessly Madhevere,22,19,22,4,0,115.78,Out
T20I # 1828,Ireland vs Zimbabwe,4,Sean Williams,12,11,24,0,1,109.09,Out
T20I # 1828,Ireland vs Zimbabwe,5,Sikandar Raza,82,48,72,5,5,170.83,Out
T20I # 1828,Ireland vs Zimbabwe,6,Milton Shumba,16,14,26,1,0,114.28,Out
T20I # 1828,Ireland vs Zimbabwe,7,Ryan Burl,1,4,9,0,0,25,Out
T20I # 1828,Ireland vs Zimbabwe,8,Luke Jongwe,20,10,14,3,0,200,Not out
T20I # 1828,Ireland vs Zimbabwe,1,Paul Stirling,0,2,3,0,0,0,Out
T20I # 1828,Ireland vs Zimbabwe,2,Andy Balbirnie (c),3,4,20,0,0,75,Out
T20I # 1828,Ireland vs Zimbabwe,3,Lorcan Tucker †,11,11,10,2,0,100,Out
T20I # 1828,Ireland vs Zimbabwe,4,Harry Tector,1,4,5,0,0,25,Out
T20I # 1828,Ireland vs Zimbabwe,5,Curtis Campher,27,22,41,1,0,122.72,Out
T20I # 1828,Ireland vs Zimbabwe,6,George Dockrell,24,20,25,3,0,120,Out
T20I # 1828,Ireland vs Zimbabwe,7,Gareth Delany,24,20,23,1,1,120,Out
T20I # 1828,Ireland vs Zimbabwe,8,Mark Adair,9,10,18,0,1,90,Out
T20I # 1828,Ireland vs Zimbabwe,9,Simi Singh,0,1,1,0,0,0,Out
T20I # 1828,Ireland vs Zimbabwe,10,Barry McCarthy,22,16,23,1,2,137.5,Not out
T20I # 1828,Ireland vs Zimbabwe,11,Josh Little,7,11,17,1,0,63.63,Not out
T20I # 1830,Namibia vs Netherlands,1,Michael van Lingen,20,19,20,3,0,105.26,Out
T20I # 1830,Namibia vs Netherlands,2,Divan la Cock,0,2,5,0,0,0,Out
T20I # 1830,Namibia vs Netherlands,3,Stephan Baard,19,22,46,0,0,86.36,Out
T20I # 1830,Namibia vs Netherlands,4,Jan Nicol Loftie-Eaton,0,2,3,0,0,0,Out
T20I # 1830,Namibia vs Netherlands,5,Jan Frylinck,43,48,63,1,1,89.58,Out
T20I # 1830,Namibia vs Netherlands,6,Gerhard Erasmus (c),16,18,37,0,0,88.88,Out
T20I # 1830,Namibia vs Netherlands,7,David Wiese,11,5,8,1,0,220,Not out
T20I # 1830,Namibia vs Netherlands,8,JJ Smit,5,4,6,1,0,125,Not out
T20I # 1830,Namibia vs Netherlands,1,Max O'Dowd,35,35,59,1,1,100,Out
T20I # 1830,Namibia vs Netherlands,2,Vikramjit Singh,39,31,37,3,2,125.8,Out
T20I # 1830,Namibia vs Netherlands,3,Bas de Leede,30,30,51,2,0,100,Not out
T20I # 1830,Namibia vs Netherlands,4,Tom Cooper,6,6,7,1,0,100,Out
T20I # 1830,Namibia vs Netherlands,5,Colin Ackermann,0,2,2,0,0,0,Out
T20I # 1830,Namibia vs Netherlands,6,Scott Edwards (c)†,1,5,5,0,0,20,Out
T20I # 1830,Namibia vs Netherlands,7,Tim Pringle,8,9,14,0,0,88.88,Not out
T20I # 1832,Sri Lanka vs U.A.E.,1,Pathum Nissanka,74,60,105,6,2,123.33,Out
T20I # 1832,Sri Lanka vs U.A.E.,2,Kusal Mendis †,18,13,24,2,0,138.46,Out
T20I # 1832,Sri Lanka vs U.A.E.,3,Dhananjaya de Silva,33,21,30,3,1,157.14,Out
T20I # 1832,Sri Lanka vs U.A.E.,4,Bhanuka Rajapaksa,5,8,19,0,0,62.5,Out
T20I # 1832,Sri Lanka vs U.A.E.,5,Charith Asalanka,0,1,2,0,0,0,Out
T20I # 1832,Sri Lanka vs U.A.E.,6,Dasun Shanaka (c),0,1,2,0,0,0,Out
T20I # 1832,Sri Lanka vs U.A.E.,7,Wanindu Hasaranga de Silva,2,3,3,0,0,66.66,Out
T20I # 1832,Sri Lanka vs U.A.E.,8,Chamika Karunaratne,8,11,22,1,0,72.72,Out
T20I # 1832,Sri Lanka vs U.A.E.,9,Pramod Madushan,1,1,4,0,0,100,Not out
T20I # 1832,Sri Lanka vs U.A.E.,10,Dushmantha Chameera,1,1,2,0,0,100,Not out
T20I # 1832,Sri Lanka vs U.A.E.,1,Muhammad Waseem,2,4,13,0,0,50,Out
T20I # 1832,Sri Lanka vs U.A.E.,2,Chirag Suri,14,19,31,3,0,73.68,Out
T20I # 1832,Sri Lanka vs U.A.E.,3,Aryan Lakra,1,3,4,0,0,33.33,Out
T20I # 1832,Sri Lanka vs U.A.E.,4,Chundangapoyil Rizwan (c),1,3,8,0,0,33.33,Out
T20I # 1832,Sri Lanka vs U.A.E.,5,Vriitya Aravind †,9,18,26,1,0,50,Out
T20I # 1832,Sri Lanka vs U.A.E.,6,Basil Hameed,2,6,14,0,0,33.33,Out
T20I # 1832,Sri Lanka vs U.A.E.,7,Aayan Afzal Khan,19,21,33,1,0,90.47,Out
T20I # 1832,Sri Lanka vs U.A.E.,8,Kashif Daud,0,4,8,0,0,0,Out
T20I # 1832,Sri Lanka vs U.A.E.,9,Karthik Meiyappan,4,8,11,0,0,50,Out
T20I # 1832,Sri Lanka vs U.A.E.,10,Junaid Siddique,18,16,22,1,1,112.5,Out
T20I # 1832,Sri Lanka vs U.A.E.,11,Zahoor Khan,1,1,15,0,0,100,Not out
T20I # 1833,Ireland vs Scotland,1,George Munsey,1,2,9,0,0,50,Out
T20I # 1833,Ireland vs Scotland,2,Michael Jones,86,55,95,6,4,156.36,Out
T20I # 1833,Ireland vs Scotland,3,Matthew Cross †,28,21,33,5,0,133.33,Out
T20I # 1833,Ireland vs Scotland,4,Richie Berrington (c),37,27,39,3,1,137.03,Out
T20I # 1833,Ireland vs Scotland,5,Michael Leask,17,13,19,2,0,130.76,Not out
T20I # 1833,Ireland vs Scotland,6,Calum MacLeod,0,3,6,0,0,0,Out
T20I # 1833,Ireland vs Scotland,1,Paul Stirling,8,10,22,1,0,80,Out
T20I # 1833,Ireland vs Scotland,2,Andy Balbirnie (c),14,12,15,2,0,116.66,Out
T20I # 1833,Ireland vs Scotland,3,Lorcan Tucker †,20,17,28,2,0,117.64,Out
T20I # 1833,Ireland vs Scotland,4,Harry Tector,14,16,23,1,0,87.5,Out
T20I # 1833,Ireland vs Scotland,5,Curtis Campher,72,32,48,7,2,225,Not out
T20I # 1833,Ireland vs Scotland,6,George Dockrell,39,27,42,4,1,144.44,Not out
T20I # 1834,West Indies vs Zimbabwe,1,Kyle Mayers,13,12,17,2,0,108.33,Out
T20I # 1834,West Indies vs Zimbabwe,2,Johnson Charles,45,36,60,3,2,125,Out
T20I # 1834,West Indies vs Zimbabwe,3,Evin Lewis,15,18,28,1,0,83.33,Out
T20I # 1834,West Indies vs Zimbabwe,4,Nicholas Pooran (c)†,7,9,10,0,0,77.77,Out
T20I # 1834,West Indies vs Zimbabwe,5,Rovman Powell,28,21,40,1,2,133.33,Out
T20I # 1834,West Indies vs Zimbabwe,6,Shamarh Brooks,0,3,5,0,0,0,Out
T20I # 1834,West Indies vs Zimbabwe,7,Jason Holder,4,3,3,0,0,133.33,Out
T20I # 1834,West Indies vs Zimbabwe,8,Akeal Hosein,23,18,31,2,0,127.77,Not out
T20I # 1834,West Indies vs Zimbabwe,9,Odean Smith,1,2,2,0,0,50,Not out
T20I # 1834,West Indies vs Zimbabwe,1,Wessly Madhevere,27,19,37,3,1,142.1,Out
T20I # 1834,West Indies vs Zimbabwe,2,Regis Chakabva (c)†,13,9,14,3,0,144.44,Out
T20I # 1834,West Indies vs Zimbabwe,3,Tony Munyonga,2,6,12,0,0,33.33,Out
T20I # 1834,West Indies vs Zimbabwe,4,Sean Williams,1,2,4,0,0,50,Out
T20I # 1834,West Indies vs Zimbabwe,5,Sikandar Raza,14,8,12,1,1,175,Out
T20I # 1834,West Indies vs Zimbabwe,6,Milton Shumba,2,9,20,0,0,22.22,Out
T20I # 1834,West Indies vs Zimbabwe,7,Ryan Burl,17,19,30,3,0,89.47,Out
T20I # 1834,West Indies vs Zimbabwe,8,Luke Jongwe,29,22,31,3,1,131.81,Out
T20I # 1834,West Indies vs Zimbabwe,9,Richard Ngarava,2,6,11,0,0,33.33,Out
T20I # 1834,West Indies vs Zimbabwe,10,Tendai Chatara,3,8,12,0,0,37.5,Out
T20I # 1834,West Indies vs Zimbabwe,11,Blessing Muzarabani,1,4,4,0,0,25,Not out
T20I # 1835,Netherlands vs Sri Lanka,1,Pathum Nissanka,14,21,25,0,1,66.66,Out
T20I # 1835,Netherlands vs Sri Lanka,2,Kusal Mendis †,79,44,94,5,5,179.54,Out
T20I # 1835,Netherlands vs Sri Lanka,3,Dhananjaya de Silva,0,1,2,0,0,0,Out
T20I # 1835,Netherlands vs Sri Lanka,4,Charith Asalanka,31,30,38,3,0,103.33,Out
T20I # 1835,Netherlands vs Sri Lanka,5,Bhanuka Rajapaksa,19,13,18,2,0,146.15,Out
T20I # 1835,Netherlands vs Sri Lanka,6,Dasun Shanaka (c),8,5,9,0,1,160,Out
T20I # 1835,Netherlands vs Sri Lanka,7,Wanindu Hasaranga de Silva,5,4,8,0,0,125,Not out
T20I # 1835,Netherlands vs Sri Lanka,8,Chamika Karunaratne,2,2,4,0,0,100,Not out
T20I # 1835,Netherlands vs Sri Lanka,1,Max O'Dowd,71,53,99,6,3,133.96,Not out
T20I # 1835,Netherlands vs Sri Lanka,2,Vikramjit Singh,7,14,18,0,0,50,Out
T20I # 1835,Netherlands vs Sri Lanka,3,Bas de Leede,14,10,12,1,1,140,Out
T20I # 1835,Netherlands vs Sri Lanka,4,Colin Ackermann,0,1,4,0,0,0,Out
T20I # 1835,Netherlands vs Sri Lanka,5,Tom Cooper,16,19,23,2,0,84.21,Out
T20I # 1835,Netherlands vs Sri Lanka,6,Scott Edwards (c)†,21,15,16,3,0,140,Out
T20I # 1835,Netherlands vs Sri Lanka,7,Tim Pringle,2,4,8,0,0,50,Out
T20I # 1835,Netherlands vs Sri Lanka,8,Timm van der Gugten,0,1,2,0,0,0,Out
T20I # 1835,Netherlands vs Sri Lanka,9,Fred Klaassen,3,3,5,0,0,100,Out
T20I # 1835,Netherlands vs Sri Lanka,10,Paul van Meekeren,0,0,4,0,0,-,Out
T20I # 1835,Netherlands vs Sri Lanka,11,Roelof van der Merwe,0,1,14,0,0,0,Not out
T20I # 1836,Namibia vs U.A.E.,1,Muhammad Waseem,50,41,66,1,3,121.95,Out
T20I # 1836,Namibia vs U.A.E.,2,Vriitya Aravind †,21,32,34,2,0,65.62,Out
T20I # 1836,Namibia vs U.A.E.,3,Chundangapoyil Rizwan (c),43,29,55,3,1,148.27,Not out
T20I # 1836,Namibia vs U.A.E.,4,Alishan Sharafu,4,4,10,0,0,100,Out
T20I # 1836,Namibia vs U.A.E.,5,Basil Hameed,25,14,13,2,2,178.57,Not out
T20I # 1836,Namibia vs U.A.E.,1,Michael van Lingen,10,8,14,1,0,125,Out
T20I # 1836,Namibia vs U.A.E.,2,Stephan Baard,4,6,9,1,0,66.66,Out
T20I # 1836,Namibia vs U.A.E.,3,Jan Nicol Loftie-Eaton,1,6,17,0,0,16.66,Out
T20I # 1836,Namibia vs U.A.E.,4,Gerhard Erasmus (c),16,18,23,2,0,88.88,Out
T20I # 1836,Namibia vs U.A.E.,5,Jan Frylinck,14,17,33,1,0,82.35,Out
T20I # 1836,Namibia vs U.A.E.,6,JJ Smit,3,3,3,0,0,100,Out
T20I # 1836,Namibia vs U.A.E.,7,David Wiese,55,36,65,3,3,152.77,Out
T20I # 1836,Namibia vs U.A.E.,8,Zane Green †,2,3,3,0,0,66.66,Out
T20I # 1836,Namibia vs U.A.E.,9,Ruben Trumpelmann,25,24,43,1,1,104.16,Not out
T20I # 1836,Namibia vs U.A.E.,10,Bernard Scholtz,1,1,-,0,0,100,Not out
T20I # 1837,Ireland vs West Indies,1,Kyle Mayers,1,5,12,0,0,20,Out
T20I # 1837,Ireland vs West Indies,2,Johnson Charles,24,18,22,3,1,133.33,Out
T20I # 1837,Ireland vs West Indies,3,Evin Lewis,13,18,42,0,0,72.22,Out
T20I # 1837,Ireland vs West Indies,4,Brandon King,62,48,80,6,1,129.16,Not out
T20I # 1837,Ireland vs West Indies,5,Nicholas Pooran (c)†,13,11,16,0,1,118.18,Out
T20I # 1837,Ireland vs West Indies,6,Rovman Powell,6,8,12,1,0,75,Out
T20I # 1837,Ireland vs West Indies,7,Odean Smith,19,12,18,1,2,158.33,Not out
T20I # 1837,Ireland vs West Indies,1,Paul Stirling,66,48,79,6,2,137.5,Not out
T20I # 1837,Ireland vs West Indies,2,Andy Balbirnie (c),37,23,34,3,3,160.86,Out
T20I # 1837,Ireland vs West Indies,3,Lorcan Tucker †,45,35,46,2,2,128.57,Not out
T20I # 1838,Scotland vs Zimbabwe,1,George Munsey,54,51,74,7,0,105.88,Out
T20I # 1838,Scotland vs Zimbabwe,2,Michael Jones,4,5,6,1,0,80,Out
T20I # 1838,Scotland vs Zimbabwe,3,Matthew Cross †,1,7,15,0,0,14.28,Out
T20I # 1838,Scotland vs Zimbabwe,4,Richie Berrington (c),13,15,24,0,0,86.66,Out
T20I # 1838,Scotland vs Zimbabwe,5,Calum MacLeod,25,26,46,1,0,96.15,Out
T20I # 1838,Scotland vs Zimbabwe,6,Michael Leask,12,9,11,2,0,133.33,Out
T20I # 1838,Scotland vs Zimbabwe,7,Chris Greaves,3,7,10,0,0,42.85,Not out
T20I # 1838,Scotland vs Zimbabwe,8,Josh Davey,4,3,3,0,0,133.33,Not out
T20I # 1838,Scotland vs Zimbabwe,1,Regis Chakabva †,4,3,3,1,0,133.33,Out
T20I # 1838,Scotland vs Zimbabwe,2,Craig Ervine (c),58,54,79,6,0,107.4,Out
T20I # 1838,Scotland vs Zimbabwe,3,Wessly Madhevere,0,5,8,0,0,0,Out
T20I # 1838,Scotland vs Zimbabwe,4,Sean Williams,7,12,28,0,0,58.33,Out
T20I # 1838,Scotland vs Zimbabwe,5,Sikandar Raza,40,23,34,3,2,173.91,Out
T20I # 1838,Scotland vs Zimbabwe,6,Milton Shumba,11,11,16,0,0,100,Not out
T20I # 1838,Scotland vs Zimbabwe,7,Ryan Burl,9,5,7,1,0,180,Not out
T20I # 1839,Australia vs New Zealand,1,Finn Allen,42,16,24,5,3,262.5,Out
T20I # 1839,Australia vs New Zealand,2,Devon Conway †,92,58,106,7,2,158.62,Not out
T20I # 1839,Australia vs New Zealand,3,Kane Williamson (c),23,23,48,1,1,100,Out
T20I # 1839,Australia vs New Zealand,4,Glenn Phillips,12,10,16,2,0,120,Out
T20I # 1839,Australia vs New Zealand,5,James Neesham,26,13,19,0,2,200,Not out
T20I # 1839,Australia vs New Zealand,1,David Warner,5,6,7,1,0,83.33,Out
T20I # 1839,Australia vs New Zealand,2,Aaron Finch (c),13,11,20,1,1,118.18,Out
T20I # 1839,Australia vs New Zealand,3,Mitchell Marsh,16,12,17,2,1,133.33,Out
T20I # 1839,Australia vs New Zealand,4,Glenn Maxwell,28,20,47,3,1,140,Out
T20I # 1839,Australia vs New Zealand,5,Marcus Stoinis,7,14,16,0,0,50,Out
T20I # 1839,Australia vs New Zealand,6,Tim David,11,8,12,0,1,137.5,Out
T20I # 1839,Australia vs New Zealand,7,Matthew Wade †,2,4,10,0,0,50,Out
T20I # 1839,Australia vs New Zealand,8,Pat Cummins,21,18,27,2,1,116.66,Out
T20I # 1839,Australia vs New Zealand,9,Mitchell Starc,4,7,13,0,0,57.14,Out
T20I # 1839,Australia vs New Zealand,10,Adam Zampa,0,2,3,0,0,0,Out
T20I # 1839,Australia vs New Zealand,11,Josh Hazlewood,1,1,6,0,0,100,Not out
T20I # 1840,Afghanistan vs England,1,Hazratullah Zazai,7,17,31,1,0,41.17,Out
T20I # 1840,Afghanistan vs England,2,Rahmanullah Gurbaz †,10,9,13,0,1,111.11,Out
T20I # 1840,Afghanistan vs England,3,Ibrahim Zadran,32,32,41,3,1,100,Out
T20I # 1840,Afghanistan vs England,4,Usman Ghani,30,30,60,3,0,100,Out
T20I # 1840,Afghanistan vs England,5,Najibullah Zadran,13,11,15,0,1,118.18,Out
T20I # 1840,Afghanistan vs England,6,Mohammad Nabi (c),3,5,7,0,0,60,Out
T20I # 1840,Afghanistan vs England,7,Azmatullah Omarzai,8,6,11,1,0,133.33,Out
T20I # 1840,Afghanistan vs England,8,Rashid Khan,0,1,2,0,0,0,Out
T20I # 1840,Afghanistan vs England,9,Mujeeb Ur Rahman,0,1,3,0,0,0,Out
T20I # 1840,Afghanistan vs England,10,Fareed Ahmad,2,4,7,0,0,50,Not out
T20I # 1840,Afghanistan vs England,11,Fazalhaq Farooqi,0,2,3,0,0,0,Out
T20I # 1840,Afghanistan vs England,1,Jos Buttler (c)†,18,18,25,3,0,100,Out
T20I # 1840,Afghanistan vs England,2,Alex Hales,19,20,41,0,1,95,Out
T20I # 1840,Afghanistan vs England,3,Dawid Malan,18,30,40,0,0,60,Out
T20I # 1840,Afghanistan vs England,4,Ben Stokes,2,4,11,0,0,50,Out
T20I # 1840,Afghanistan vs England,5,Liam Livingstone,29,21,34,3,0,138.09,Not out
T20I # 1840,Afghanistan vs England,6,Harry Brook,7,6,9,0,0,116.66,Out
T20I # 1840,Afghanistan vs England,7,Moeen Ali,8,10,13,0,0,80,Not out
T20I # 1841,Ireland vs Sri Lanka,1,Paul Stirling,34,25,45,4,1,136,Out
T20I # 1841,Ireland vs Sri Lanka,2,Andy Balbirnie (c),1,5,7,0,0,20,Out
T20I # 1841,Ireland vs Sri Lanka,3,Lorcan Tucker †,10,11,20,1,0,90.9,Out
T20I # 1841,Ireland vs Sri Lanka,4,Harry Tector,45,42,59,2,1,107.14,Out
T20I # 1841,Ireland vs Sri Lanka,5,Curtis Campher,2,4,6,0,0,50,Out
T20I # 1841,Ireland vs Sri Lanka,6,George Dockrell,14,16,25,0,0,87.5,Out
T20I # 1841,Ireland vs Sri Lanka,7,Gareth Delany,9,6,10,1,0,150,Out
T20I # 1841,Ireland vs Sri Lanka,8,Mark Adair,0,1,5,0,0,0,Out
T20I # 1841,Ireland vs Sri Lanka,9,Simi Singh,7,8,9,1,0,87.5,Not out
T20I # 1841,Ireland vs Sri Lanka,10,Barry McCarthy,2,2,7,0,0,100,Not out
T20I # 1841,Ireland vs Sri Lanka,2,Kusal Mendis †,68,43,68,5,3,158.13,Not out
T20I # 1841,Ireland vs Sri Lanka,2,Dhananjaya de Silva,31,25,35,2,1,124,Out
T20I # 1841,Ireland vs Sri Lanka,3,Charith Asalanka,31,22,33,2,0,140.9,Not out
T20I # 1842,India vs Pakistan,1,Mohammad Rizwan †,4,12,25,1,0,33.33,Out
T20I # 1842,India vs Pakistan,2,Babar Azam (c),0,1,10,0,0,0,Out
T20I # 1842,India vs Pakistan,3,Shan Masood,52,42,101,5,0,123.8,Not out
T20I # 1842,India vs Pakistan,4,Iftikhar Ahmed,51,34,43,2,4,150,Out
T20I # 1842,India vs Pakistan,5,Shadab Khan,5,6,6,1,0,83.33,Out
T20I # 1842,India vs Pakistan,6,Haider Ali,2,4,6,0,0,50,Out
T20I # 1842,India vs Pakistan,7,Mohammad Nawaz,9,6,12,2,0,150,Out
T20I # 1842,India vs Pakistan,8,Asif Ali,2,3,6,0,0,66.66,Out
T20I # 1842,India vs Pakistan,9,Shaheen Shah Afridi,16,8,17,1,1,200,Out
T20I # 1842,India vs Pakistan,10,Haris Rauf,6,4,3,0,1,150,Not out
T20I # 1842,India vs Pakistan,1,KL Rahul,4,8,13,0,0,50,Out
T20I # 1842,India vs Pakistan,2,Rohit Sharma (c),4,7,20,0,0,57.14,Out
T20I # 1842,India vs Pakistan,3,Virat Kohli,82,53,98,6,4,154.71,Not out
T20I # 1842,India vs Pakistan,4,Suryakumar Yadav,15,10,11,2,0,150,Out
T20I # 1842,India vs Pakistan,5,Axar Patel,2,3,7,0,0,66.66,Out
T20I # 1842,India vs Pakistan,6,Hardik Pandya,40,37,61,1,2,108.1,Out
T20I # 1842,India vs Pakistan,7,Dinesh Karthik †,1,2,10,0,0,50,Out
T20I # 1842,India vs Pakistan,8,Ravichandran Ashwin,1,1,2,0,0,100,Not out
